i,j,k,cost,amplitude,lower_bound,upper_bound
SINK.2003-02-28,SINK,0,0,1,0,1000000000000
C20.2003-02-28,SINK.2003-02-28,0,0.00000,1.00000,0.000,0.000
SINK.2003-03-31,SINK,0,0,1,0,1000000000000
C20.2003-03-31,SINK.2003-03-31,0,0.00000,1.00000,0.000,0.000
SINK.2003-04-30,SINK,0,0,1,0,1000000000000
C20.2003-04-30,SINK.2003-04-30,0,0.00000,1.00000,0.000,0.000
SINK.2003-05-31,SINK,0,0,1,0,1000000000000
C20.2003-05-31,SINK.2003-05-31,0,0.00000,1.00000,0.000,0.000
SINK.2003-06-30,SINK,0,0,1,0,1000000000000
C20.2003-06-30,SINK.2003-06-30,0,0.00000,1.00000,0.000,0.000
SINK.2003-07-31,SINK,0,0,1,0,1000000000000
C20.2003-07-31,SINK.2003-07-31,0,0.00000,1.00000,0.000,0.000
SINK.2003-08-31,SINK,0,0,1,0,1000000000000
C20.2003-08-31,SINK.2003-08-31,0,0.00000,1.00000,0.000,0.000
SINK.2003-09-30,SINK,0,0,1,0,1000000000000
C20.2003-09-30,SINK.2003-09-30,0,0.00000,1.00000,0.000,0.000
C20.2002-10-31,D55.2002-10-31,0,0.00000,1.00000,3.690,3.690
C20.2002-11-30,D55.2002-11-30,0,0.00000,1.00000,0.000,0.000
C20.2002-12-31,D55.2002-12-31,0,0.00000,1.00000,212.035,212.035
C20.2003-01-31,D55.2003-01-31,0,0.00000,1.00000,194.102,194.102
C20.2003-02-28,D55.2003-02-28,0,0.00000,1.00000,47.800,47.800
C20.2003-03-31,D55.2003-03-31,0,0.00000,1.00000,0.000,0.000
C20.2003-04-30,D55.2003-04-30,0,0.00000,1.00000,39.203,39.203
C20.2003-05-31,D55.2003-05-31,0,0.00000,1.00000,97.135,97.135
C20.2003-06-30,D55.2003-06-30,0,0.00000,1.00000,3.823,3.823
C20.2003-07-31,D55.2003-07-31,0,0.00000,1.00000,2.896,2.896
C20.2003-08-31,D55.2003-08-31,0,0.00000,1.00000,2.530,2.530
C20.2003-09-30,D55.2003-09-30,0,0.00000,1.00000,3.419,3.419
C301.2002-10-31,SINK.2002-10-31,0,0.00000,1.00000,51.000,51.000
C301.2002-11-30,SINK.2002-11-30,0,0.00000,1.00000,0.400,0.400
C301.2002-12-31,SINK.2002-12-31,0,0.00000,1.00000,0.000,0.000
C301.2003-01-31,SINK.2003-01-31,0,0.00000,1.00000,0.000,0.000
C301.2003-02-28,SINK.2003-02-28,0,0.00000,1.00000,0.000,0.000
C301.2003-03-31,SINK.2003-03-31,0,0.00000,1.00000,0.000,0.000
C301.2003-04-30,SINK.2003-04-30,0,0.00000,1.00000,0.000,0.000
C301.2003-05-31,SINK.2003-05-31,0,0.00000,1.00000,7.300,7.300
C301.2003-06-30,SINK.2003-06-30,0,0.00000,1.00000,0.000,0.000
C301.2003-07-31,SINK.2003-07-31,0,0.00000,1.00000,20.600,20.600
C301.2003-08-31,SINK.2003-08-31,0,0.00000,1.00000,0.000,0.000
C301.2003-09-30,SINK.2003-09-30,0,0.00000,1.00000,0.000,0.000
C301.2002-10-31,D43.2002-10-31,0,0.00000,1.00000,0.000,1000000000000
C301.2002-11-30,D43.2002-11-30,0,0.00000,1.00000,0.000,1000000000000
C301.2002-12-31,D43.2002-12-31,0,0.00000,1.00000,0.000,1000000000000
C301.2003-01-31,D43.2003-01-31,0,0.00000,1.00000,0.000,1000000000000
C301.2003-02-28,D43.2003-02-28,0,0.00000,1.00000,0.000,1000000000000
C301.2003-03-31,D43.2003-03-31,0,0.00000,1.00000,0.000,1000000000000
C301.2003-04-30,D43.2003-04-30,0,0.00000,1.00000,0.000,1000000000000
C301.2003-05-31,D43.2003-05-31,0,0.00000,1.00000,0.000,1000000000000
C301.2003-06-30,D43.2003-06-30,0,0.00000,1.00000,0.000,1000000000000
C301.2003-07-31,D43.2003-07-31,0,0.00000,1.00000,0.000,1000000000000
C301.2003-08-31,D43.2003-08-31,0,0.00000,1.00000,0.000,1000000000000
C301.2003-09-30,D43.2003-09-30,0,0.00000,1.00000,0.000,1000000000000
C307.2002-10-31,D42.2002-10-31,0,0.00000,1.00000,0.000,1000000000000
C307.2002-11-30,D42.2002-11-30,0,0.00000,1.00000,0.000,1000000000000
C307.2002-12-31,D42.2002-12-31,0,0.00000,1.00000,0.000,1000000000000
C307.2003-01-31,D42.2003-01-31,0,0.00000,1.00000,0.000,1000000000000
C307.2003-02-28,D42.2003-02-28,0,0.00000,1.00000,0.000,1000000000000
C307.2003-03-31,D42.2003-03-31,0,0.00000,1.00000,0.000,1000000000000
C307.2003-04-30,D42.2003-04-30,0,0.00000,1.00000,0.000,1000000000000
C307.2003-05-31,D42.2003-05-31,0,0.00000,1.00000,0.000,1000000000000
C307.2003-06-30,D42.2003-06-30,0,0.00000,1.00000,0.000,1000000000000
C307.2003-07-31,D42.2003-07-31,0,0.00000,1.00000,0.000,1000000000000
C307.2003-08-31,D42.2003-08-31,0,0.00000,1.00000,0.000,1000000000000
C307.2003-09-30,D42.2003-09-30,0,0.00000,1.00000,0.000,1000000000000
SOURCE,INFLOW.2002-10-31,0,0,1,0,1000000000000
INFLOW.2002-10-31,C37.2002-10-31,0,0,1,0.500,0.500
SOURCE,INFLOW.2002-11-30,0,0,1,0,1000000000000
INFLOW.2002-11-30,C37.2002-11-30,0,0,1,3.500,3.500
SOURCE,INFLOW.2002-12-31,0,0,1,0,1000000000000
INFLOW.2002-12-31,C37.2002-12-31,0,0,1,15.200,15.200
SOURCE,INFLOW.2003-01-31,0,0,1,0,1000000000000
INFLOW.2003-01-31,C37.2003-01-31,0,0,1,17.000,17.000
SOURCE,INFLOW.2003-02-28,0,0,1,0,1000000000000
INFLOW.2003-02-28,C37.2003-02-28,0,0,1,14.300,14.300
SOURCE,INFLOW.2003-03-31,0,0,1,0,1000000000000
INFLOW.2003-03-31,C37.2003-03-31,0,0,1,21.100,21.100
SOURCE,INFLOW.2003-04-30,0,0,1,0,1000000000000
INFLOW.2003-04-30,C37.2003-04-30,0,0,1,61.400,61.400
SOURCE,INFLOW.2003-05-31,0,0,1,0,1000000000000
INFLOW.2003-05-31,C37.2003-05-31,0,0,1,67.200,67.200
SOURCE,INFLOW.2003-06-30,0,0,1,0,1000000000000
INFLOW.2003-06-30,C37.2003-06-30,0,0,1,12.500,12.500
SOURCE,INFLOW.2003-07-31,0,0,1,0,1000000000000
INFLOW.2003-07-31,C37.2003-07-31,0,0,1,2.300,2.300
SOURCE,INFLOW.2003-08-31,0,0,1,0,1000000000000
INFLOW.2003-08-31,C37.2003-08-31,0,0,1,1.300,1.300
SOURCE,INFLOW.2003-09-30,0,0,1,0,1000000000000
INFLOW.2003-09-30,C37.2003-09-30,0,0,1,0.500,0.500
C37.2002-10-31,C38.2002-10-31,0,0.00000,1.00000,0.500,1000000000000
C37.2002-11-30,C38.2002-11-30,0,0.00000,1.00000,3.500,1000000000000
C37.2002-12-31,C38.2002-12-31,0,0.00000,1.00000,15.200,1000000000000
C37.2003-01-31,C38.2003-01-31,0,0.00000,1.00000,17.000,1000000000000
C37.2003-02-28,C38.2003-02-28,0,0.00000,1.00000,14.300,1000000000000
C37.2003-03-31,C38.2003-03-31,0,0.00000,1.00000,21.100,1000000000000
C37.2003-04-30,C38.2003-04-30,0,0.00000,1.00000,61.400,1000000000000
C37.2003-05-31,C38.2003-05-31,0,0.00000,1.00000,67.200,1000000000000
C37.2003-06-30,C38.2003-06-30,0,0.00000,1.00000,12.500,1000000000000
C37.2003-07-31,C38.2003-07-31,0,0.00000,1.00000,2.300,1000000000000
C37.2003-08-31,C38.2003-08-31,0,0.00000,1.00000,1.300,1000000000000
C37.2003-09-30,C38.2003-09-30,0,0.00000,1.00000,0.500,1000000000000
C37.2002-10-31,HSU207C37.2002-10-31,0,0.00000,1.00000,0.000,2.400
C37.2002-11-30,HSU207C37.2002-11-30,0,0.00000,1.00000,0.000,2.400
C37.2002-12-31,HSU207C37.2002-12-31,0,0.00000,1.00000,0.000,2.400
C37.2003-01-31,HSU207C37.2003-01-31,0,0.00000,1.00000,0.000,2.400
C37.2003-02-28,HSU207C37.2003-02-28,0,0.00000,1.00000,0.000,2.400
C37.2003-03-31,HSU207C37.2003-03-31,0,0.00000,1.00000,0.000,2.400
C37.2003-04-30,HSU207C37.2003-04-30,0,0.00000,1.00000,0.000,2.400
C37.2003-05-31,HSU207C37.2003-05-31,0,0.00000,1.00000,0.000,2.400
C37.2003-06-30,HSU207C37.2003-06-30,0,0.00000,1.00000,0.000,2.400
C37.2003-07-31,HSU207C37.2003-07-31,0,0.00000,1.00000,0.000,2.400
C37.2003-08-31,HSU207C37.2003-08-31,0,0.00000,1.00000,0.000,2.400
C37.2003-09-30,HSU207C37.2003-09-30,0,0.00000,1.00000,0.000,2.400
INFLOW.2002-10-31,C38.2002-10-31,0,0,1,0.360,0.360
INFLOW.2002-11-30,C38.2002-11-30,0,0,1,0.739,0.739
INFLOW.2002-12-31,C38.2002-12-31,0,0,1,2.444,2.444
INFLOW.2003-01-31,C38.2003-01-31,0,0,1,2.738,2.738
INFLOW.2003-02-28,C38.2003-02-28,0,0,1,2.301,2.301
INFLOW.2003-03-31,C38.2003-03-31,0,0,1,3.438,3.438
INFLOW.2003-04-30,C38.2003-04-30,0,0,1,12.282,12.282
INFLOW.2003-05-31,C38.2003-05-31,0,0,1,13.809,13.809
INFLOW.2003-06-30,C38.2003-06-30,0,0,1,2.019,2.019
INFLOW.2003-07-31,C38.2003-07-31,0,0,1,0.584,0.584
INFLOW.2003-08-31,C38.2003-08-31,0,0,1,0.459,0.459
INFLOW.2003-09-30,C38.2003-09-30,0,0,1,0.360,0.360
C38.2002-10-31,D98.2002-10-31,0,0.00000,1.00000,0.000,1000000000000
C38.2002-11-30,D98.2002-11-30,0,0.00000,1.00000,0.000,1000000000000
C38.2002-12-31,D98.2002-12-31,0,0.00000,1.00000,0.000,1000000000000
C38.2003-01-31,D98.2003-01-31,0,0.00000,1.00000,0.000,1000000000000
C38.2003-02-28,D98.2003-02-28,0,0.00000,1.00000,0.000,1000000000000
C38.2003-03-31,D98.2003-03-31,0,0.00000,1.00000,0.000,1000000000000
C38.2003-04-30,D98.2003-04-30,0,0.00000,1.00000,0.000,1000000000000
C38.2003-05-31,D98.2003-05-31,0,0.00000,1.00000,0.000,1000000000000
C38.2003-06-30,D98.2003-06-30,0,0.00000,1.00000,0.000,1000000000000
C38.2003-07-31,D98.2003-07-31,0,0.00000,1.00000,0.000,1000000000000
C38.2003-08-31,D98.2003-08-31,0,0.00000,1.00000,0.000,1000000000000
C38.2003-09-30,D98.2003-09-30,0,0.00000,1.00000,0.000,1000000000000
C67.2002-10-31,C7.2002-10-31,0,0.00000,1.00000,0.000,1000000000000
C67.2002-11-30,C7.2002-11-30,0,0.00000,1.00000,0.000,1000000000000
C67.2002-12-31,C7.2002-12-31,0,0.00000,1.00000,0.000,1000000000000
C67.2003-01-31,C7.2003-01-31,0,0.00000,1.00000,0.000,1000000000000
C67.2003-02-28,C7.2003-02-28,0,0.00000,1.00000,0.000,1000000000000
C67.2003-03-31,C7.2003-03-31,0,0.00000,1.00000,0.000,1000000000000
C67.2003-04-30,C7.2003-04-30,0,0.00000,1.00000,0.000,1000000000000
C67.2003-05-31,C7.2003-05-31,0,0.00000,1.00000,0.000,1000000000000
C67.2003-06-30,C7.2003-06-30,0,0.00000,1.00000,0.000,1000000000000
C67.2003-07-31,C7.2003-07-31,0,0.00000,1.00000,0.000,1000000000000
C67.2003-08-31,C7.2003-08-31,0,0.00000,1.00000,0.000,1000000000000
C67.2003-09-30,C7.2003-09-30,0,0.00000,1.00000,0.000,1000000000000
C67.2002-10-31,HSU204C67.2002-10-31,0,0.00000,1.00000,0.000,49.100
C67.2002-11-30,HSU204C67.2002-11-30,0,0.00000,1.00000,0.000,49.100
C67.2002-12-31,HSU204C67.2002-12-31,0,0.00000,1.00000,0.000,49.100
C67.2003-01-31,HSU204C67.2003-01-31,0,0.00000,1.00000,0.000,49.100
C67.2003-02-28,HSU204C67.2003-02-28,0,0.00000,1.00000,0.000,49.100
C67.2003-03-31,HSU204C67.2003-03-31,0,0.00000,1.00000,0.000,49.100
C67.2003-04-30,HSU204C67.2003-04-30,0,0.00000,1.00000,0.000,49.100
C67.2003-05-31,HSU204C67.2003-05-31,0,0.00000,1.00000,0.000,49.100
C67.2003-06-30,HSU204C67.2003-06-30,0,0.00000,1.00000,0.000,49.100
C67.2003-07-31,HSU204C67.2003-07-31,0,0.00000,1.00000,0.000,49.100
C67.2003-08-31,HSU204C67.2003-08-31,0,0.00000,1.00000,0.000,49.100
C67.2003-09-30,HSU204C67.2003-09-30,0,0.00000,1.00000,0.000,49.100
INFLOW.2002-10-31,C7.2002-10-31,0,0,1,0.000,0.000
INFLOW.2002-11-30,C7.2002-11-30,0,0,1,0.000,0.000
INFLOW.2002-12-31,C7.2002-12-31,0,0,1,90.600,90.600
INFLOW.2003-01-31,C7.2003-01-31,0,0,1,108.300,108.300
INFLOW.2003-02-28,C7.2003-02-28,0,0,1,63.600,63.600
INFLOW.2003-03-31,C7.2003-03-31,0,0,1,35.900,35.900
INFLOW.2003-04-30,C7.2003-04-30,0,0,1,7.200,7.200
INFLOW.2003-05-31,C7.2003-05-31,0,0,1,68.200,68.200
INFLOW.2003-06-30,C7.2003-06-30,0,0,1,24.400,24.400
INFLOW.2003-07-31,C7.2003-07-31,0,0,1,0.000,0.000
INFLOW.2003-08-31,C7.2003-08-31,0,0,1,0.000,0.000
INFLOW.2003-09-30,C7.2003-09-30,0,0,1,0.000,0.000
C7.2002-10-31,C20.2002-10-31,0,0.00000,1.00000,0.000,0.000
C7.2002-11-30,C20.2002-11-30,0,0.00000,1.00000,0.000,0.000
C7.2002-12-31,C20.2002-12-31,0,0.00000,1.00000,0.000,0.000
C7.2003-01-31,C20.2003-01-31,0,0.00000,1.00000,0.000,0.000
C7.2003-02-28,C20.2003-02-28,0,0.00000,1.00000,0.000,0.000
C7.2003-03-31,C20.2003-03-31,0,0.00000,1.00000,0.000,0.000
C7.2003-04-30,C20.2003-04-30,0,0.00000,1.00000,0.000,0.000
C7.2003-05-31,C20.2003-05-31,0,0.00000,1.00000,0.000,0.000
C7.2003-06-30,C20.2003-06-30,0,0.00000,1.00000,0.000,0.000
C7.2003-07-31,C20.2003-07-31,0,0.00000,1.00000,0.000,0.000
C7.2003-08-31,C20.2003-08-31,0,0.00000,1.00000,0.000,0.000
C7.2003-09-30,C20.2003-09-30,0,0.00000,1.00000,0.000,0.000
C7.2002-10-31,C8.2002-10-31,0,0.00000,1.00000,0.000,1000000000000
C7.2002-11-30,C8.2002-11-30,0,0.00000,1.00000,0.000,1000000000000
C7.2002-12-31,C8.2002-12-31,0,0.00000,1.00000,0.000,1000000000000
C7.2003-01-31,C8.2003-01-31,0,0.00000,1.00000,0.000,1000000000000
C7.2003-02-28,C8.2003-02-28,0,0.00000,1.00000,0.000,1000000000000
C7.2003-03-31,C8.2003-03-31,0,0.00000,1.00000,0.000,1000000000000
C7.2003-04-30,C8.2003-04-30,0,0.00000,1.00000,0.000,1000000000000
C7.2003-05-31,C8.2003-05-31,0,0.00000,1.00000,0.000,1000000000000
C7.2003-06-30,C8.2003-06-30,0,0.00000,1.00000,0.000,1000000000000
C7.2003-07-31,C8.2003-07-31,0,0.00000,1.00000,0.000,1000000000000
C7.2003-08-31,C8.2003-08-31,0,0.00000,1.00000,0.000,1000000000000
C7.2003-09-30,C8.2003-09-30,0,0.00000,1.00000,0.000,1000000000000
C8.2002-10-31,C104.2002-10-31,0,0.00000,1.00000,0.000,1000000000000
C8.2002-11-30,C104.2002-11-30,0,0.00000,1.00000,0.000,1000000000000
C8.2002-12-31,C104.2002-12-31,0,0.00000,1.00000,0.000,1000000000000
C8.2003-01-31,C104.2003-01-31,0,0.00000,1.00000,0.000,1000000000000
C8.2003-02-28,C104.2003-02-28,0,0.00000,1.00000,0.000,1000000000000
C8.2003-03-31,C104.2003-03-31,0,0.00000,1.00000,0.000,1000000000000
C8.2003-04-30,C104.2003-04-30,0,0.00000,1.00000,0.000,1000000000000
C8.2003-05-31,C104.2003-05-31,0,0.00000,1.00000,0.000,1000000000000
C8.2003-06-30,C104.2003-06-30,0,0.00000,1.00000,0.000,1000000000000
C8.2003-07-31,C104.2003-07-31,0,0.00000,1.00000,0.000,1000000000000
C8.2003-08-31,C104.2003-08-31,0,0.00000,1.00000,0.000,1000000000000
C8.2003-09-30,C104.2003-09-30,0,0.00000,1.00000,0.000,1000000000000
C8.2002-10-31,WTP204.2002-10-31,0,45.00000,1.00000,0.000,103.000
C8.2002-11-30,WTP204.2002-11-30,0,45.00000,1.00000,0.000,103.000
C8.2002-12-31,WTP204.2002-12-31,0,45.00000,1.00000,0.000,103.000
C8.2003-01-31,WTP204.2003-01-31,0,45.00000,1.00000,0.000,103.000
C8.2003-02-28,WTP204.2003-02-28,0,45.00000,1.00000,0.000,103.000
C8.2003-03-31,WTP204.2003-03-31,0,45.00000,1.00000,0.000,103.000
C8.2003-04-30,WTP204.2003-04-30,0,45.00000,1.00000,0.000,103.000
C8.2003-05-31,WTP204.2003-05-31,0,45.00000,1.00000,0.000,103.000
C8.2003-06-30,WTP204.2003-06-30,0,45.00000,1.00000,0.000,103.000
C8.2003-07-31,WTP204.2003-07-31,0,45.00000,1.00000,0.000,103.000
C8.2003-08-31,WTP204.2003-08-31,0,45.00000,1.00000,0.000,103.000
C8.2003-09-30,WTP204.2003-09-30,0,45.00000,1.00000,0.000,103.000
CVPM07G.2002-10-31,HGR07.2002-10-31,0,0.00000,0.40900,0.000,1000000000000
CVPM07G.2002-11-30,HGR07.2002-11-30,0,0.00000,0.40900,0.000,1000000000000
CVPM07G.2002-12-31,HGR07.2002-12-31,0,0.00000,0.40900,0.000,1000000000000
CVPM07G.2003-01-31,HGR07.2003-01-31,0,0.00000,0.40900,0.000,1000000000000
CVPM07G.2003-02-28,HGR07.2003-02-28,0,0.00000,0.40900,0.000,1000000000000
CVPM07G.2003-03-31,HGR07.2003-03-31,0,0.00000,0.40900,0.000,1000000000000
CVPM07G.2003-04-30,HGR07.2003-04-30,0,0.00000,0.40900,0.000,1000000000000
CVPM07G.2003-05-31,HGR07.2003-05-31,0,0.00000,0.40900,0.000,1000000000000
CVPM07G.2003-06-30,HGR07.2003-06-30,0,0.00000,0.40900,0.000,1000000000000
CVPM07G.2003-07-31,HGR07.2003-07-31,0,0.00000,0.40900,0.000,1000000000000
CVPM07G.2003-08-31,HGR07.2003-08-31,0,0.00000,0.40900,0.000,1000000000000
CVPM07G.2003-09-30,HGR07.2003-09-30,0,0.00000,0.40900,0.000,1000000000000
CVPM07S.2002-10-31,HSD204.2002-10-31,0,0.00000,0.40900,0.000,1000000000000
CVPM07S.2002-11-30,HSD204.2002-11-30,0,0.00000,0.40900,0.000,1000000000000
CVPM07S.2002-12-31,HSD204.2002-12-31,0,0.00000,0.40900,0.000,1000000000000
CVPM07S.2003-01-31,HSD204.2003-01-31,0,0.00000,0.40900,0.000,1000000000000
CVPM07S.2003-02-28,HSD204.2003-02-28,0,0.00000,0.40900,0.000,1000000000000
CVPM07S.2003-03-31,HSD204.2003-03-31,0,0.00000,0.40900,0.000,1000000000000
CVPM07S.2003-04-30,HSD204.2003-04-30,0,0.00000,0.40900,0.000,1000000000000
CVPM07S.2003-05-31,HSD204.2003-05-31,0,0.00000,0.40900,0.000,1000000000000
CVPM07S.2003-06-30,HSD204.2003-06-30,0,0.00000,0.40900,0.000,1000000000000
CVPM07S.2003-07-31,HSD204.2003-07-31,0,0.00000,0.40900,0.000,1000000000000
CVPM07S.2003-08-31,HSD204.2003-08-31,0,0.00000,0.40900,0.000,1000000000000
CVPM07S.2003-09-30,HSD204.2003-09-30,0,0.00000,0.40900,0.000,1000000000000
CVPM08G.2002-10-31,HGR08.2002-10-31,0,0.00000,0.30500,0.000,1000000000000
CVPM08G.2002-11-30,HGR08.2002-11-30,0,0.00000,0.30500,0.000,1000000000000
