link,i,j,k,cost,amplitude,lower_bound,upper_bound
HNP207.1922-07-31_HXI207.1922-07-31_0,HNP207.1922-07-31,HXI207.1922-07-31,0,0.0,1.0,0.0,1e+18
HNP207.1922-08-31_HXI207.1922-08-31_0,HNP207.1922-08-31,HXI207.1922-08-31,0,0.0,1.0,0.0,1e+18
HNP207.1922-09-30_HXI207.1922-09-30_0,HNP207.1922-09-30,HXI207.1922-09-30,0,0.0,1.0,0.0,1e+18
HP204.1921-10-31_U204.1921-10-31_0,HP204.1921-10-31,U204.1921-10-31,0,0.0,1.0,0.0,1e+18
HP204.1921-11-30_U204.1921-11-30_0,HP204.1921-11-30,U204.1921-11-30,0,0.0,1.0,0.0,1e+18
HP204.1921-12-31_U204.1921-12-31_0,HP204.1921-12-31,U204.1921-12-31,0,0.0,1.0,0.0,1e+18
HP204.1922-01-31_U204.1922-01-31_0,HP204.1922-01-31,U204.1922-01-31,0,0.0,1.0,0.0,1e+18
HP204.1922-02-28_U204.1922-02-28_0,HP204.1922-02-28,U204.1922-02-28,0,0.0,1.0,0.0,1e+18
HP204.1922-03-31_U204.1922-03-31_0,HP204.1922-03-31,U204.1922-03-31,0,0.0,1.0,0.0,1e+18
HP204.1922-04-30_U204.1922-04-30_0,HP204.1922-04-30,U204.1922-04-30,0,0.0,1.0,0.0,1e+18
HP204.1922-05-31_U204.1922-05-31_0,HP204.1922-05-31,U204.1922-05-31,0,0.0,1.0,0.0,1e+18
HP204.1922-06-30_U204.1922-06-30_0,HP204.1922-06-30,U204.1922-06-30,0,0.0,1.0,0.0,1e+18
HP204.1922-07-31_U204.1922-07-31_0,HP204.1922-07-31,U204.1922-07-31,0,0.0,1.0,0.0,1e+18
HP204.1922-08-31_U204.1922-08-31_0,HP204.1922-08-31,U204.1922-08-31,0,0.0,1.0,0.0,1e+18
HP204.1922-09-30_U204.1922-09-30_0,HP204.1922-09-30,U204.1922-09-30,0,0.0,1.0,0.0,1e+18
HP207.1921-10-31_U207.1921-10-31_0,HP207.1921-10-31,U207.1921-10-31,0,0.0,1.0,0.0,1e+18
HP207.1921-11-30_U207.1921-11-30_0,HP207.1921-11-30,U207.1921-11-30,0,0.0,1.0,0.0,1e+18
HP207.1921-12-31_U207.1921-12-31_0,HP207.1921-12-31,U207.1921-12-31,0,0.0,1.0,0.0,1e+18
HP207.1922-01-31_U207.1922-01-31_0,HP207.1922-01-31,U207.1922-01-31,0,0.0,1.0,0.0,1e+18
HP207.1922-02-28_U207.1922-02-28_0,HP207.1922-02-28,U207.1922-02-28,0,0.0,1.0,0.0,1e+18
HP207.1922-03-31_U207.1922-03-31_0,HP207.1922-03-31,U207.1922-03-31,0,0.0,1.0,0.0,1e+18
HP207.1922-04-30_U207.1922-04-30_0,HP207.1922-04-30,U207.1922-04-30,0,0.0,1.0,0.0,1e+18
HP207.1922-05-31_U207.1922-05-31_0,HP207.1922-05-31,U207.1922-05-31,0,0.0,1.0,0.0,1e+18
HP207.1922-06-30_U207.1922-06-30_0,HP207.1922-06-30,U207.1922-06-30,0,0.0,1.0,0.0,1e+18
HP207.1922-07-31_U207.1922-07-31_0,HP207.1922-07-31,U207.1922-07-31,0,0.0,1.0,0.0,1e+18
HP207.1922-08-31_U207.1922-08-31_0,HP207.1922-08-31,U207.1922-08-31,0,0.0,1.0,0.0,1e+18
HP207.1922-09-30_U207.1922-09-30_0,HP207.1922-09-30,U207.1922-09-30,0,0.0,1.0,0.0,1e+18
HSD204.1921-10-31_C7.1921-10-31_0,HSD204.1921-10-31,C7.1921-10-31,0,0.0,1.0,0.0,1e+18
HSD204.1921-11-30_C7.1921-11-30_0,HSD204.1921-11-30,C7.1921-11-30,0,0.0,1.0,0.0,1e+18
HSD204.1921-12-31_C7.1921-12-31_0,HSD204.1921-12-31,C7.1921-12-31,0,0.0,1.0,0.0,1e+18
HSD204.1922-01-31_C7.1922-01-31_0,HSD204.1922-01-31,C7.1922-01-31,0,0.0,1.0,0.0,1e+18
HSD204.1922-02-28_C7.1922-02-28_0,HSD204.1922-02-28,C7.1922-02-28,0,0.0,1.0,0.0,1e+18
HSD204.1922-03-31_C7.1922-03-31_0,HSD204.1922-03-31,C7.1922-03-31,0,0.0,1.0,0.0,1e+18
HSD204.1922-04-30_C7.1922-04-30_0,HSD204.1922-04-30,C7.1922-04-30,0,0.0,1.0,0.0,1e+18
HSD204.1922-05-31_C7.1922-05-31_0,HSD204.1922-05-31,C7.1922-05-31,0,0.0,1.0,0.0,1e+18
HSD204.1922-06-30_C7.1922-06-30_0,HSD204.1922-06-30,C7.1922-06-30,0,0.0,1.0,0.0,1e+18
HSD204.1922-07-31_C7.1922-07-31_0,HSD204.1922-07-31,C7.1922-07-31,0,0.0,1.0,0.0,1e+18
HSD204.1922-08-31_C7.1922-08-31_0,HSD204.1922-08-31,C7.1922-08-31,0,0.0,1.0,0.0,1e+18
HSD204.1922-09-30_C7.1922-09-30_0,HSD204.1922-09-30,C7.1922-09-30,0,0.0,1.0,0.0,1e+18
HSD207.1921-10-31_D517.1921-10-31_0,HSD207.1921-10-31,D517.1921-10-31,0,0.0,1.0,0.0,1e+18
HSD207.1921-11-30_D517.1921-11-30_0,HSD207.1921-11-30,D517.1921-11-30,0,0.0,1.0,0.0,1e+18
HSD207.1921-12-31_D517.1921-12-31_0,HSD207.1921-12-31,D517.1921-12-31,0,0.0,1.0,0.0,1e+18
HSD207.1922-01-31_D517.1922-01-31_0,HSD207.1922-01-31,D517.1922-01-31,0,0.0,1.0,0.0,1e+18
HSD207.1922-02-28_D517.1922-02-28_0,HSD207.1922-02-28,D517.1922-02-28,0,0.0,1.0,0.0,1e+18
HSD207.1922-03-31_D517.1922-03-31_0,HSD207.1922-03-31,D517.1922-03-31,0,0.0,1.0,0.0,1e+18
HSD207.1922-04-30_D517.1922-04-30_0,HSD207.1922-04-30,D517.1922-04-30,0,0.0,1.0,0.0,1e+18
HSD207.1922-05-31_D517.1922-05-31_0,HSD207.1922-05-31,D517.1922-05-31,0,0.0,1.0,0.0,1e+18
HSD207.1922-06-30_D517.1922-06-30_0,HSD207.1922-06-30,D517.1922-06-30,0,0.0,1.0,0.0,1e+18
HSD207.1922-07-31_D517.1922-07-31_0,HSD207.1922-07-31,D517.1922-07-31,0,0.0,1.0,0.0,1e+18
HSD207.1922-08-31_D517.1922-08-31_0,HSD207.1922-08-31,D517.1922-08-31,0,0.0,1.0,0.0,1e+18
HSD207.1922-09-30_D517.1922-09-30_0,HSD207.1922-09-30,D517.1922-09-30,0,0.0,1.0,0.0,1e+18
HSU204C67.1921-10-31_A204.1921-10-31_0,HSU204C67.1921-10-31,A204.1921-10-31,0,0.0,0.88,0.0,1e+18
HSU204C67.1921-11-30_A204.1921-11-30_0,HSU204C67.1921-11-30,A204.1921-11-30,0,0.0,0.88,0.0,1e+18
HSU204C67.1921-12-31_A204.1921-12-31_0,HSU204C67.1921-12-31,A204.1921-12-31,0,0.0,0.88,0.0,1e+18
HSU204C67.1922-01-31_A204.1922-01-31_0,HSU204C67.1922-01-31,A204.1922-01-31,0,0.0,0.88,0.0,1e+18
HSU204C67.1922-02-28_A204.1922-02-28_0,HSU204C67.1922-02-28,A204.1922-02-28,0,0.0,0.88,0.0,1e+18
HSU204C67.1922-03-31_A204.1922-03-31_0,HSU204C67.1922-03-31,A204.1922-03-31,0,0.0,0.88,0.0,1e+18
HSU204C67.1922-04-30_A204.1922-04-30_0,HSU204C67.1922-04-30,A204.1922-04-30,0,0.0,0.88,0.0,1e+18
HSU204C67.1922-05-31_A204.1922-05-31_0,HSU204C67.1922-05-31,A204.1922-05-31,0,0.0,0.88,0.0,1e+18
HSU204C67.1922-06-30_A204.1922-06-30_0,HSU204C67.1922-06-30,A204.1922-06-30,0,0.0,0.88,0.0,1e+18
HSU204C67.1922-07-31_A204.1922-07-31_0,HSU204C67.1922-07-31,A204.1922-07-31,0,0.0,0.88,0.0,1e+18
HSU204C67.1922-08-31_A204.1922-08-31_0,HSU204C67.1922-08-31,A204.1922-08-31,0,0.0,0.88,0.0,1e+18
HSU204C67.1922-09-30_A204.1922-09-30_0,HSU204C67.1922-09-30,A204.1922-09-30,0,0.0,0.88,0.0,1e+18
HSU207C173.1921-10-31_A207.1921-10-31_0,HSU207C173.1921-10-31,A207.1921-10-31,0,0.0,0.88,0.0,1e+18
HSU207C173.1921-11-30_A207.1921-11-30_0,HSU207C173.1921-11-30,A207.1921-11-30,0,0.0,0.88,0.0,1e+18
HSU207C173.1921-12-31_A207.1921-12-31_0,HSU207C173.1921-12-31,A207.1921-12-31,0,0.0,0.88,0.0,1e+18
HSU207C173.1922-01-31_A207.1922-01-31_0,HSU207C173.1922-01-31,A207.1922-01-31,0,0.0,0.88,0.0,1e+18
HSU207C173.1922-02-28_A207.1922-02-28_0,HSU207C173.1922-02-28,A207.1922-02-28,0,0.0,0.88,0.0,1e+18
HSU207C173.1922-03-31_A207.1922-03-31_0,HSU207C173.1922-03-31,A207.1922-03-31,0,0.0,0.88,0.0,1e+18
HSU207C173.1922-04-30_A207.1922-04-30_0,HSU207C173.1922-04-30,A207.1922-04-30,0,0.0,0.88,0.0,1e+18
HSU207C173.1922-05-31_A207.1922-05-31_0,HSU207C173.1922-05-31,A207.1922-05-31,0,0.0,0.88,0.0,1e+18
HSU207C173.1922-06-30_A207.1922-06-30_0,HSU207C173.1922-06-30,A207.1922-06-30,0,0.0,0.88,0.0,1e+18
HSU207C173.1922-07-31_A207.1922-07-31_0,HSU207C173.1922-07-31,A207.1922-07-31,0,0.0,0.88,0.0,1e+18
HSU207C173.1922-08-31_A207.1922-08-31_0,HSU207C173.1922-08-31,A207.1922-08-31,0,0.0,0.88,0.0,1e+18
HSU207C173.1922-09-30_A207.1922-09-30_0,HSU207C173.1922-09-30,A207.1922-09-30,0,0.0,0.88,0.0,1e+18
HU204.1921-10-31_CVPM07G.1921-10-31_0,HU204.1921-10-31,CVPM07G.1921-10-31,0,-306.97814,1.0,0.0,5.12
HU204.1921-10-31_CVPM07G.1921-10-31_1,HU204.1921-10-31,CVPM07G.1921-10-31,1,-306.9353200000001,1.0,0.0,0.46
HU204.1921-10-31_CVPM07G.1921-10-31_2,HU204.1921-10-31,CVPM07G.1921-10-31,2,-295.10641,1.0,0.0,0.47
HU204.1921-10-31_CVPM07G.1921-10-31_3,HU204.1921-10-31,CVPM07G.1921-10-31,3,-289.71737,1.0,0.0,0.46
HU204.1921-10-31_CVPM07G.1921-10-31_4,HU204.1921-10-31,CVPM07G.1921-10-31,4,-268.2174,1.0,0.0,0.46
HU204.1921-10-31_CVPM07G.1921-10-31_5,HU204.1921-10-31,CVPM07G.1921-10-31,5,-241.51063,1.0,0.0,0.47
HU204.1921-10-31_CVPM07G.1921-10-31_6,HU204.1921-10-31,CVPM07G.1921-10-31,6,-204.17391,1.0,0.0,0.46
HU204.1921-10-31_CVPM07G.1921-10-31_7,HU204.1921-10-31,CVPM07G.1921-10-31,7,-149.72339,1.0,0.0,0.47
HU204.1921-10-31_CVPM07G.1921-10-31_8,HU204.1921-10-31,CVPM07G.1921-10-31,8,-123.57447,1.0,0.0,0.47
HU204.1921-10-31_CVPM07G.1921-10-31_9,HU204.1921-10-31,CVPM07G.1921-10-31,9,-58.45652,1.0,0.0,0.46
HU204.1921-11-30_CVPM07G.1921-11-30_0,HU204.1921-11-30,CVPM07G.1921-11-30,0,-306.13132,1.0,0.0,2.91
HU204.1921-11-30_CVPM07G.1921-11-30_1,HU204.1921-11-30,CVPM07G.1921-11-30,1,-306.05586,1.0,0.0,0.26
HU204.1921-11-30_CVPM07G.1921-11-30_2,HU204.1921-11-30,CVPM07G.1921-11-30,2,-292.11109,1.0,0.0,0.27
HU204.1921-11-30_CVPM07G.1921-11-30_3,HU204.1921-11-30,CVPM07G.1921-11-30,3,-291.1154,1.0,0.0,0.26
HU204.1921-11-30_CVPM07G.1921-11-30_4,HU204.1921-11-30,CVPM07G.1921-11-30,4,-260.25933,1.0,0.0,0.27
HU204.1921-11-30_CVPM07G.1921-11-30_5,HU204.1921-11-30,CVPM07G.1921-11-30,5,-248.23075,1.0,0.0,0.26
HU204.1921-11-30_CVPM07G.1921-11-30_6,HU204.1921-11-30,CVPM07G.1921-11-30,6,-205.1923,1.0,0.0,0.26
HU204.1921-11-30_CVPM07G.1921-11-30_7,HU204.1921-11-30,CVPM07G.1921-11-30,7,-148.18518999999995,1.0,0.0,0.27
HU204.1921-11-30_CVPM07G.1921-11-30_8,HU204.1921-11-30,CVPM07G.1921-11-30,8,-126.88461,1.0,0.0,0.26
HU204.1921-11-30_CVPM07G.1921-11-30_9,HU204.1921-11-30,CVPM07G.1921-11-30,9,-56.62963000000001,1.0,0.0,0.27
HU204.1921-12-31_CVPM07G.1921-12-31_0,HU204.1921-12-31,CVPM07G.1921-12-31,0,-309.10329,1.0,0.0,3.2
HU204.1921-12-31_CVPM07G.1921-12-31_1,HU204.1921-12-31,CVPM07G.1921-12-31,1,-305.31038,1.0,0.0,0.29
HU204.1921-12-31_CVPM07G.1921-12-31_2,HU204.1921-12-31,CVPM07G.1921-12-31,2,-298.6207100000001,1.0,0.0,0.29
HU204.1921-12-31_CVPM07G.1921-12-31_3,HU204.1921-12-31,CVPM07G.1921-12-31,3,-287.41381,1.0,0.0,0.29
HU204.1921-12-31_CVPM07G.1921-12-31_4,HU204.1921-12-31,CVPM07G.1921-12-31,4,-266.06897999999995,1.0,0.0,0.29
HU204.1921-12-31_CVPM07G.1921-12-31_5,HU204.1921-12-31,CVPM07G.1921-12-31,5,-244.41381,1.0,0.0,0.29
HU204.1921-12-31_CVPM07G.1921-12-31_6,HU204.1921-12-31,CVPM07G.1921-12-31,6,-202.51723,1.0,0.0,0.29
HU204.1921-12-31_CVPM07G.1921-12-31_7,HU204.1921-12-31,CVPM07G.1921-12-31,7,-151.1724,1.0,0.0,0.29
HU204.1921-12-31_CVPM07G.1921-12-31_8,HU204.1921-12-31,CVPM07G.1921-12-31,8,-125.27586,1.0,0.0,0.29
HU204.1921-12-31_CVPM07G.1921-12-31_9,HU204.1921-12-31,CVPM07G.1921-12-31,9,-57.86207,1.0,0.0,0.29
HU204.1922-01-31_CVPM07G.1922-01-31_0,HU204.1922-01-31,CVPM07G.1922-01-31,0,-309.09031,1.0,0.0,3.05
HU204.1922-01-31_CVPM07G.1922-01-31_1,HU204.1922-01-31,CVPM07G.1922-01-31,1,-309.01738,1.0,0.0,0.27
HU204.1922-01-31_CVPM07G.1922-01-31_2,HU204.1922-01-31,CVPM07G.1922-01-31,2,-294.35719,1.0,0.0,0.28
HU204.1922-01-31_CVPM07G.1922-01-31_3,HU204.1922-01-31,CVPM07G.1922-01-31,3,-283.99996,1.0,0.0,0.28
HU204.1922-01-31_CVPM07G.1922-01-31_4,HU204.1922-01-31,CVPM07G.1922-01-31,4,-272.6667,1.0,0.0,0.27
HU204.1922-01-31_CVPM07G.1922-01-31_5,HU204.1922-01-31,CVPM07G.1922-01-31,5,-240.89285,1.0,0.0,0.28
HU204.1922-01-31_CVPM07G.1922-01-31_6,HU204.1922-01-31,CVPM07G.1922-01-31,6,-200.17858,1.0,0.0,0.28
HU204.1922-01-31_CVPM07G.1922-01-31_7,HU204.1922-01-31,CVPM07G.1922-01-31,7,-149.35713,1.0,0.0,0.28
HU204.1922-01-31_CVPM07G.1922-01-31_8,HU204.1922-01-31,CVPM07G.1922-01-31,8,-128.33334,1.0,0.0,0.27
HU204.1922-01-31_CVPM07G.1922-01-31_9,HU204.1922-01-31,CVPM07G.1922-01-31,9,-57.07143000000001,1.0,0.0,0.28
HU204.1922-02-28_CVPM07G.1922-02-28_0,HU204.1922-02-28,CVPM07G.1922-02-28,0,-306.29343,1.0,0.0,2.8
HU204.1922-02-28_CVPM07G.1922-02-28_1,HU204.1922-02-28,CVPM07G.1922-02-28,1,-306.21496,1.0,0.0,0.25
HU204.1922-02-28_CVPM07G.1922-02-28_2,HU204.1922-02-28,CVPM07G.1922-02-28,2,-292.07693,1.0,0.0,0.26
HU204.1922-02-28_CVPM07G.1922-02-28_3,HU204.1922-02-28,CVPM07G.1922-02-28,3,-291.5200200000001,1.0,0.0,0.25
HU204.1922-02-28_CVPM07G.1922-02-28_4,HU204.1922-02-28,CVPM07G.1922-02-28,4,-260.19228,1.0,0.0,0.26
HU204.1922-02-28_CVPM07G.1922-02-28_5,HU204.1922-02-28,CVPM07G.1922-02-28,5,-247.87994,1.0,0.0,0.25
HU204.1922-02-28_CVPM07G.1922-02-28_6,HU204.1922-02-28,CVPM07G.1922-02-28,6,-198.11542,1.0,0.0,0.26
HU204.1922-02-28_CVPM07G.1922-02-28_7,HU204.1922-02-28,CVPM07G.1922-02-28,7,-153.67999,1.0,0.0,0.25
HU204.1922-02-28_CVPM07G.1922-02-28_8,HU204.1922-02-28,CVPM07G.1922-02-28,8,-122.5,1.0,0.0,0.26
HU204.1922-02-28_CVPM07G.1922-02-28_9,HU204.1922-02-28,CVPM07G.1922-02-28,9,-58.72,1.0,0.0,0.25
HU204.1922-03-31_CVPM07G.1922-03-31_0,HU204.1922-03-31,CVPM07G.1922-03-31,0,-308.35302,1.0,0.0,3.74
HU204.1922-03-31_CVPM07G.1922-03-31_1,HU204.1922-03-31,CVPM07G.1922-03-31,1,-304.41176,1.0,0.0,0.34
HU204.1922-03-31_CVPM07G.1922-03-31_2,HU204.1922-03-31,CVPM07G.1922-03-31,2,-297.79412,1.0,0.0,0.34
HU204.1922-03-31_CVPM07G.1922-03-31_3,HU204.1922-03-31,CVPM07G.1922-03-31,3,-286.5588,1.0,0.0,0.34
HU204.1922-03-31_CVPM07G.1922-03-31_4,HU204.1922-03-31,CVPM07G.1922-03-31,4,-273.39394,1.0,0.0,0.33
HU204.1922-03-31_CVPM07G.1922-03-31_5,HU204.1922-03-31,CVPM07G.1922-03-31,5,-243.67644,1.0,0.0,0.34
HU204.1922-03-31_CVPM07G.1922-03-31_6,HU204.1922-03-31,CVPM07G.1922-03-31,6,-201.97061,1.0,0.0,0.34
HU204.1922-03-31_CVPM07G.1922-03-31_7,HU204.1922-03-31,CVPM07G.1922-03-31,7,-151.08823,1.0,0.0,0.34
HU204.1922-03-31_CVPM07G.1922-03-31_8,HU204.1922-03-31,CVPM07G.1922-03-31,8,-124.64706,1.0,0.0,0.34
HU204.1922-03-31_CVPM07G.1922-03-31_9,HU204.1922-03-31,CVPM07G.1922-03-31,9,-57.73529,1.0,0.0,0.34
HU204.1922-04-30_CVPM07G.1922-04-30_0,HU204.1922-04-30,CVPM07G.1922-04-30,0,-308.34973,1.0,0.0,22.27
HU204.1922-04-30_CVPM07G.1922-04-30_1,HU204.1922-04-30,CVPM07G.1922-04-30,1,-305.20778,1.0,0.0,2.02
HU204.1922-04-30_CVPM07G.1922-04-30_2,HU204.1922-04-30,CVPM07G.1922-04-30,2,-297.20203,1.0,0.0,2.03
HU204.1922-04-30_CVPM07G.1922-04-30_3,HU204.1922-04-30,CVPM07G.1922-04-30,3,-287.42084,1.0,0.0,2.02
HU204.1922-04-30_CVPM07G.1922-04-30_4,HU204.1922-04-30,CVPM07G.1922-04-30,4,-266.09889,1.0,0.0,2.02
HU204.1922-04-30_CVPM07G.1922-04-30_5,HU204.1922-04-30,CVPM07G.1922-04-30,5,-243.12834,1.0,0.0,2.03
HU204.1922-04-30_CVPM07G.1922-04-30_6,HU204.1922-04-30,CVPM07G.1922-04-30,6,-202.56918,1.0,0.0,2.02
HU204.1922-04-30_CVPM07G.1922-04-30_7,HU204.1922-04-30,CVPM07G.1922-04-30,7,-150.78825,1.0,0.0,2.03
HU204.1922-04-30_CVPM07G.1922-04-30_8,HU204.1922-04-30,CVPM07G.1922-04-30,8,-125.23267,1.0,0.0,2.02
HU204.1922-04-30_CVPM07G.1922-04-30_9,HU204.1922-04-30,CVPM07G.1922-04-30,9,-57.60583000000001,1.0,0.0,2.03
HU204.1922-05-31_CVPM07G.1922-05-31_0,HU204.1922-05-31,CVPM07G.1922-05-31,0,-308.659,1.0,0.0,23.83
HU204.1922-05-31_CVPM07G.1922-05-31_1,HU204.1922-05-31,CVPM07G.1922-05-31,1,-305.42603,1.0,0.0,2.16
HU204.1922-05-31_CVPM07G.1922-05-31_2,HU204.1922-05-31,CVPM07G.1922-05-31,2,-297.50684,1.0,0.0,2.17
HU204.1922-05-31_CVPM07G.1922-05-31_3,HU204.1922-05-31,CVPM07G.1922-05-31,3,-286.29032,1.0,0.0,2.17
HU204.1922-05-31_CVPM07G.1922-05-31_4,HU204.1922-05-31,CVPM07G.1922-05-31,4,-266.27755,1.0,0.0,2.16
HU204.1922-05-31_CVPM07G.1922-05-31_5,HU204.1922-05-31,CVPM07G.1922-05-31,5,-243.37811,1.0,0.0,2.17
HU204.1922-05-31_CVPM07G.1922-05-31_6,HU204.1922-05-31,CVPM07G.1922-05-31,6,-202.71298,1.0,0.0,2.16
HU204.1922-05-31_CVPM07G.1922-05-31_7,HU204.1922-05-31,CVPM07G.1922-05-31,7,-150.93993999999995,1.0,0.0,2.17
HU204.1922-05-31_CVPM07G.1922-05-31_8,HU204.1922-05-31,CVPM07G.1922-05-31,8,-124.78352,1.0,0.0,2.17
HU204.1922-05-31_CVPM07G.1922-05-31_9,HU204.1922-05-31,CVPM07G.1922-05-31,9,-57.91204000000001,1.0,0.0,2.16
HU204.1922-06-30_CVPM07G.1922-06-30_0,HU204.1922-06-30,CVPM07G.1922-06-30,0,-309.3031,1.0,0.0,31.58
HU204.1922-06-30_CVPM07G.1922-06-30_1,HU204.1922-06-30,CVPM07G.1922-06-30,1,-304.74898,1.0,0.0,2.87
HU204.1922-06-30_CVPM07G.1922-06-30_2,HU204.1922-06-30,CVPM07G.1922-06-30,2,-298.12558,1.0,0.0,2.87
HU204.1922-06-30_CVPM07G.1922-06-30_3,HU204.1922-06-30,CVPM07G.1922-06-30,3,-285.89222,1.0,0.0,2.88
HU204.1922-06-30_CVPM07G.1922-06-30_4,HU204.1922-06-30,CVPM07G.1922-06-30,4,-265.67256000000003,1.0,0.0,2.87
HU204.1922-06-30_CVPM07G.1922-06-30_5,HU204.1922-06-30,CVPM07G.1922-06-30,5,-243.96177000000003,1.0,0.0,2.87
HU204.1922-06-30_CVPM07G.1922-06-30_6,HU204.1922-06-30,CVPM07G.1922-06-30,6,-202.19846,1.0,0.0,2.87
HU204.1922-06-30_CVPM07G.1922-06-30_7,HU204.1922-06-30,CVPM07G.1922-06-30,7,-151.25789,1.0,0.0,2.87
HU204.1922-06-30_CVPM07G.1922-06-30_8,HU204.1922-06-30,CVPM07G.1922-06-30,8,-125.04535,1.0,0.0,2.87
HU204.1922-06-30_CVPM07G.1922-06-30_9,HU204.1922-06-30,CVPM07G.1922-06-30,9,-57.78051,1.0,0.0,2.87
HU204.1922-07-31_CVPM07G.1922-07-31_0,HU204.1922-07-31,CVPM07G.1922-07-31,0,-308.28482,1.0,0.0,33.89
HU204.1922-07-31_CVPM07G.1922-07-31_1,HU204.1922-07-31,CVPM07G.1922-07-31,1,-304.6621,1.0,0.0,3.08
HU204.1922-07-31_CVPM07G.1922-07-31_2,HU204.1922-07-31,CVPM07G.1922-07-31,2,-298.10414,1.0,0.0,3.08
HU204.1922-07-31_CVPM07G.1922-07-31_3,HU204.1922-07-31,CVPM07G.1922-07-31,3,-286.80496,1.0,0.0,3.08
HU204.1922-07-31_CVPM07G.1922-07-31_4,HU204.1922-07-31,CVPM07G.1922-07-31,4,-265.53267,1.0,0.0,3.08
HU204.1922-07-31_CVPM07G.1922-07-31_5,HU204.1922-07-31,CVPM07G.1922-07-31,5,-243.95114,1.0,0.0,3.08
HU204.1922-07-31_CVPM07G.1922-07-31_6,HU204.1922-07-31,CVPM07G.1922-07-31,6,-202.13648,1.0,0.0,3.08
HU204.1922-07-31_CVPM07G.1922-07-31_7,HU204.1922-07-31,CVPM07G.1922-07-31,7,-151.21418,1.0,0.0,3.08
HU204.1922-07-31_CVPM07G.1922-07-31_8,HU204.1922-07-31,CVPM07G.1922-07-31,8,-125.03581,1.0,0.0,3.08
HU204.1922-07-31_CVPM07G.1922-07-31_9,HU204.1922-07-31,CVPM07G.1922-07-31,9,-57.7662,1.0,0.0,3.08
HU204.1922-08-31_CVPM07G.1922-08-31_0,HU204.1922-08-31,CVPM07G.1922-08-31,0,-309.4815,1.0,0.0,27.19
HU204.1922-08-31_CVPM07G.1922-08-31_1,HU204.1922-08-31,CVPM07G.1922-08-31,1,-303.69767,1.0,0.0,2.48
HU204.1922-08-31_CVPM07G.1922-08-31_2,HU204.1922-08-31,CVPM07G.1922-08-31,2,-298.21473,1.0,0.0,2.47
HU204.1922-08-31_CVPM07G.1922-08-31_3,HU204.1922-08-31,CVPM07G.1922-08-31,3,-287.05241,1.0,0.0,2.47
HU204.1922-08-31_CVPM07G.1922-08-31_4,HU204.1922-08-31,CVPM07G.1922-08-31,4,-265.76099999999997,1.0,0.0,2.47
HU204.1922-08-31_CVPM07G.1922-08-31_5,HU204.1922-08-31,CVPM07G.1922-08-31,5,-244.03674,1.0,0.0,2.47
HU204.1922-08-31_CVPM07G.1922-08-31_6,HU204.1922-08-31,CVPM07G.1922-08-31,6,-201.49598,1.0,0.0,2.48
HU204.1922-08-31_CVPM07G.1922-08-31_7,HU204.1922-08-31,CVPM07G.1922-08-31,7,-151.34407,1.0,0.0,2.47
HU204.1922-08-31_CVPM07G.1922-08-31_8,HU204.1922-08-31,CVPM07G.1922-08-31,8,-125.08093,1.0,0.0,2.47
HU204.1922-08-31_CVPM07G.1922-08-31_9,HU204.1922-08-31,CVPM07G.1922-08-31,9,-57.81786,1.0,0.0,2.47
HU204.1922-09-30_CVPM07G.1922-09-30_0,HU204.1922-09-30,CVPM07G.1922-09-30,0,-306.9000200000001,1.0,0.0,10.92
HU204.1922-09-30_CVPM07G.1922-09-30_1,HU204.1922-09-30,CVPM07G.1922-09-30,1,-305.21203,1.0,0.0,0.99
HU204.1922-09-30_CVPM07G.1922-09-30_2,HU204.1922-09-30,CVPM07G.1922-09-30,2,-298.78793,1.0,0.0,0.99
HU204.1922-09-30_CVPM07G.1922-09-30_3,HU204.1922-09-30,CVPM07G.1922-09-30,3,-287.3434,1.0,0.0,0.99
HU204.1922-09-30_CVPM07G.1922-09-30_4,HU204.1922-09-30,CVPM07G.1922-09-30,4,-266.19195,1.0,0.0,0.99
HU204.1922-09-30_CVPM07G.1922-09-30_5,HU204.1922-09-30,CVPM07G.1922-09-30,5,-241.89996,1.0,0.0,1.0
HU204.1922-09-30_CVPM07G.1922-09-30_6,HU204.1922-09-30,CVPM07G.1922-09-30,6,-202.64629,1.0,0.0,0.99
HU204.1922-09-30_CVPM07G.1922-09-30_7,HU204.1922-09-30,CVPM07G.1922-09-30,7,-151.49494,1.0,0.0,0.99
HU204.1922-09-30_CVPM07G.1922-09-30_8,HU204.1922-09-30,CVPM07G.1922-09-30,8,-125.31326,1.0,0.0,0.99
HU204.1922-09-30_CVPM07G.1922-09-30_9,HU204.1922-09-30,CVPM07G.1922-09-30,9,-57.87879,1.0,0.0,0.99
HU204.1921-10-31_CVPM07S.1921-10-31_0,HU204.1921-10-31,CVPM07S.1921-10-31,0,-305.44998,1.0,0.0,2.17
HU204.1921-10-31_CVPM07S.1921-10-31_1,HU204.1921-10-31,CVPM07S.1921-10-31,1,-300.40008,1.0,0.0,0.2
HU204.1921-10-31_CVPM07S.1921-10-31_2,HU204.1921-10-31,CVPM07S.1921-10-31,2,-296.1781299999999,1.0,0.0,0.2
HU204.1921-10-31_CVPM07S.1921-10-31_3,HU204.1921-10-31,CVPM07S.1921-10-31,3,-296.0756,1.0,0.0,0.19
